,0
22827,이어폰 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다
22828,출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다
22829,윈도우 의 경우 사운드 연결이 없을시 동영상 재생에 오류가 발생할 수 있습니다
22830,이어폰 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다
22831,새로운 미래를 헤쳐나가야 하는 우리 아이들을 위해
22832,소프트웨어 교육이 재미있었으면 좋겠습니다
22833,컴퓨터는 우리 생활에 없어서는 안 될 필수품이 되었고 이제는 내 주위가 컴퓨터로 둘러싸이는 사물 인터넷의 시대로 접어들었다
22834,세상 모든 만물의 이치는 우리 생활의 소소한 것들에서부터 시작되지만 컴퓨터에 관한 책들은 신세계의 이야기인 것처럼 늘 어렵게만 느껴진다
22835,딱딱한 전문 용어로만 가득 찬 컴퓨터 책을 읽어본 사람이라면 그 어려움에 압도당해 머릿속에 반짝이던 지적 호기심까지 책장과 함께 덮어버리며 스스로의 무지함을 탓했을지도 모른다
22836,이를 해결할 방법은 없을까
22837,답은 궁리의 잇츠 스토리 IT s story 시리즈 도서에 있다 년 첫 선을 보인 이래 컴퓨터 분야 추천도서이자 스테디셀러로 자리 잡은 그림과 이야기로 쉽게 배우는 소프트웨어와 코딩 첫걸음 이 년 개정증보판으로 새롭게 돌아왔다 이 책은 IT 분야에서 여 년을 몸담아온 소프트웨어 전문가와 재기발랄 개성 있는 그림 작가의 협업으로 완성되었다
22838,한편의 소설을 읽듯 재미있게 들려주는 개념 설명과 이야기 그와 함께 어우러지는 아기자기 귀여운 캐릭터 그림들의 향연 책을 읽다 보면 어렵고 딱딱하게만 느꼈던 기술에 대한 거부감은 줄어들고 소프트웨어와 점점 더 친해지고 있는 자신을 발견할 수 있을 것이다
22839,새로운 아이디어와 창의력이 머릿속에서 반짝이는 경험을 만끽하길 바란다
22840,우리가 살아갈 미래는 인공지능과 함께 살아가는 세상이 될 것입니다
22841,우리가 책을 읽고 공부하듯이 인공지능은 데이터를 읽고 학습합니다
22842,이 책은 여러 가지 형태의 데이터를 활용하여 인공지능이 어떻게 보고 듣고 읽을 수 있는지를 쉽게 이해할 수 있도록 도와줍니다
22843,특히 누구든지 쉽게 사용할 수 있는 엠블록을 이용하여 어린 학생들도 인공지능을 직접 설계하고 개발할 수 있습니다
22844,이제 여러분도 이 책을 통해 세상에 하나밖에 없는 나만의 인공지능을 만들 수 있습니다
22845,자 도전해 보세요
22846,정영식 전주교육대학교 컴퓨터교육과 교수
22847,인공지능 빅데이터 IoT 등 차 산업혁명 시대의 최첨단 기술 발전은 우리의 일상생활은 물론 사회 정치 문화 등 모든 것을 바꿔 놓고 있습니다
22848,특히 인공지능은 입을 옷을 추천해 주고 인공지능 스피커가 오늘의 스케줄을 알려 주는 등 이미 우리 생활 속에 깊숙하게 녹아 있습니다
22849,우리 아이들은 점점 변화하는 미래 사회에 두려워하기보다 미리 인공지능 교육을 준비해야 합니다
22850,또한 급변하는 시대에 아이들이 갖춰야 할 사고력 중 하나가 바로 컴퓨팅 사고력이며 인공지능 소양 역시 미래의 인재로 키워 주는 역량이라고 말할 수 있습니다
22851,인공지능 엔트리를 만나다 는 블록형 프로그래밍 언어인 엔트리를 활용해 인공지능을 재미있게 탐험할 수 있도록 구성하였습니다
22852,인공지능의 사물 인식 기술을 이용해 시각 장애인을 위한 인공지능 사물 인식 프로그램을 머신러닝 모델을 통해 인공지능 얼굴 출석부 등을 만들어 보며 인공지능 기술이 우리 생활에 어떤 영향을 미치는지 쉽게 체험할 수 있습니다
22853,또한 기온과 미세먼지 데이터를 활용한 여행지 추천 프로그램 블로그 사용자 데이터 분석으로 트렌드를 파악하는 프로그램 등을 만들어 봄으로써 인공지능 교육에서 빠질 수 없는 데이터에 대해서도 배웁니다
22854,인공지능 시대에 필요한 소프트웨어를 만들어 보는 경험을 통해 인공지능 소양을 조금씩 늘려가다 보면 어느샌가 실력이 조금씩 쌓이는 것을 느낄 수 있을 것입니다
22855,언플러그드란 뉴질랜드의 팀 벨 교수와 동료들이 컴퓨터 없이 주위에서 쉽게 구할 수 있는 준비물을 가지고 재미있는 놀이를 통해서 컴퓨터의 원리와 컴퓨터 과학을 배우고 문제 해결 능력을 키우는 컴퓨팅 사고력도 발달시킬 수 있는 놀이 교육입니다
22856,보드게임은 주어진 상황을 분석하고 판단하여 승리 전략을 생각하고 문제 해결을 하는 역량을 키울 수 있습니다
22857,이런 교육적 효과가 있는 보드게임에 코딩 요소가 더해진 코딩 보드게임은 순차 반복 선택과 같은 기본 제어 구조뿐만 아니라 알고리즘 설계 능력과 컴퓨팅 사고력을 발달 시켜줍니다
22858,이 책에서는 각 놀이를 단계별로 사진과 일러스트를 통해 아이들이 따라 하기 쉽게 구성되어 있습니다
22859,파트 에서는 반지의 조건 엉망진창 로보샵 과 같이 학교 교육 과정과 연계하여 활용하기 좋은 코딩 보드 게임을 소개합니다
22860,파트 에서는 보드게임을 사지 않아도 책만 있으면 바로 활용할 수 있는 코딩 보드판을 제공하여 데이터 과학의 개념과 원리 정보 소양 교육 등 컴퓨터의 다양한 영역을 배울 수 있도록 구성하였습니다
22861,언플러그드 놀이 코딩 보드게임 으로 어렵게만 느껴졌던 소프트웨어와 친해지고 알고리즘 및 개념과 원리를 익혀봅니다
22862,또한 재미있는 게임을 통해 스스로 생각을 키우고 문제를 해결하기 위한 방법이나 집중력을 향상시킬 수 있습니다
22863,마이크로비트는 영국 BBC에서 코딩 교육용으로 개발한 하드웨어로 말하자면 누구나 쉽게 사용할 수 있는 자그마한 컴퓨터라고 할 수 있습니다
22864,마이크로비트에는 빛 센서와 가속도 센서 외 두 개의 버튼 개의 LED 등이 내장되어 있어 소프트웨어와 하드웨어의 원리를 이해하기에 좋은 도구입니다
22865,여러분은 이 교재에서 오즈의 마법사 도깨비방망이 피노키오 등 우리에게 친숙한 개의 동화 이야기로 스토리텔링 메이커 활동을 재미있게 펼쳐 나갈 겁니다
22866,블록 언어로는 단계의 엔트리 단계의 스크래치에 이어 단계에서는 마이크로비트에 가장 잘 어울리는 메이크코드로 코딩을 합니다
22867,창의적인 메이커 활동을 위해 단계와 단계 교재에서 다루었던 장치에 관한 지식을 바탕으로 확장 보드를 이용하여 OLED 버저 버튼 키패드 서보모터 가변 저항 수분 센서 움직임 센서 등을 활용할 수 있습니다
22868,동화 이야기 속에서 주인공들이 처한 문제 상황을 인지한 뒤 각 활동별 핵심 장치를 익히고 응용하여 재치 있게 이야기를 각색하는 과정에서 피지컬 컴퓨팅 장치를 활용한 문제 해결력과 더불어 메이커로서의 창의적인 발상 능력도 키울 수 있을 것입니다
22869,다양한 장치로 날개를 단 마이크로비트와 함께 동화 나라로 날아가 볼까요 지금부터 교재에 실린 개의 스토리텔링 메이커 활동을 시작해 봅시다
22870,마법사와 함께하는 나의 첫 코딩 은 어린아이가 스스로 코딩에 흥미를 갖고 자기 주도적으로 프로그래밍을 해 볼 수 있도록 구성한 유아 유치용 코딩 교재이다
22871,중학교 정보 선생님인 지은이가 글을 깨우치지 못해 부모님의 도움을 받아 프로그래밍 책을 읽을 수밖에 없었던 여섯 살 난 자신의 딸을 생각하며 엄마의 마음을 담아 개발하였다
22872,어린아이가 프로그래밍을 학습하는 것이 시기상조라고 생각할 수도 있겠지만 MIT 미디어랩의 수장이자 스크래치 Scratch 의 아버지 로 불리는 미첼 레스닉 Mitchel Resnick 교수는 프로그래밍이 세 이상 어린아이의 상상력과 논리력 표현력을 기르기에 매우 좋은 도구라고 하였으며 이미 미국 코네티컷 주에서는 세부터 입학이 가능한 프로그래밍 스쿨이 운영되고 있을 정도로 어린아이를 대상으로 한 프로그래밍 교육이 많은 관심을 받고 있다
22873,이러한 유아 코딩 교육 열풍 속에서 마법사와 함께하는 나의 첫 코딩 은 프로그래밍에 입문하려는 어린아이에게 적합한 교재가 될 것이다
22874,마법사와 함께하는 나의 첫 코딩 은 어린아이가 스크래치 주니어에서 제공하는 다양한 배경과 캐릭터를 활용하여 재미있는 동화 이야기를 시각적으로 구현해 볼 수 있도록 구성하였다
22875,이야기의 흐름에 따라 캐릭터의 크기를 줄였다가 키워보고 요리조리 움직여 보고 소리 나게 해 보면서 자연스럽게 스크래치 주니어 블록의 기능을 익히고 이야기를 만들어 가는 과정에서 컴퓨터 사고력 문제 해결 능력 논리적 사고력 상상력 프로그래밍의 개념과 원리 등을 기를 수 있도록 하였다
22876,스크래치 나라에 사는 요정들과 함께 코딩의 기본 원리를 배운다
22877,이 책은 코딩 프로그램 스크래치 SCRATCH 속 각종 기능 언어들을 의인화하여 캐릭터로 표현했습니다
22878,가지 기능을 각각 요정 캐릭터로 각색하고 이를 찾아 나서는 주인공 제로 인간으로 변한 스크래치 요정 의 탐험으로 이야기가 전개됩니다
22879,가지 요정들은 스크래치 나라 안에 살며 인간의 명령을 수행 코딩을 완성하는 일을 하고 살았습니다
22880,그러나 나쁜 해커의 공격에 그 모습이 바뀌어 세상의 곳곳으로 숨겨졌습니다
22881,주인공 제로가 곳곳에 숨겨진 요정을 찾는 순서는 사실 스크래치를 실행하여 블록코딩을 하는 순서와 같습니다
22882,이벤트 는 모든 프로그래밍의 바탕이 되며 다른 블록들과 함께 하나의 코딩을 갈음하는 기능입니다
22883,주인공 제로가 처음으로 만나는 요정이 이벤트 요정인 것도 이를 설명하기 위함입니다
22884,이렇듯 만화의 스토리를 따라가며 스크래치의 작동원리를 깨닫습니다
22885,초등학생들이 처음 프로그래밍에 입문할 때 흥미롭게 접근할 수 있도록 도움이 될 것입니다
22886,재밌는 스토리와 귀여운 캐릭터로 자녀들에게 쉬운 코딩 을 소개해주세요
22887,START 메타버스 제페토
22888,메타버스에 대해 이해하고 메타버스의 종류에 대해 알아보아요
22889,CREATE 꿈꾸는 메타버스 주민
22890,ㆍ 나 를 닮은 캐릭터인 아바타를 만들어 활동해요
22891,ㆍ친구들과 대화를 나누고 사진도 찍으며 제페토의 행복한 주민이 되어요
22892,CREATE 이끄는 인플루언서
22893,ㆍ친구들과 우정샷 챌린지 숏폼 영상 댄스 영상 등을 촬영해요
22894,ㆍ콘텐츠를 멋있게 꾸민 후 피드에 업로드해요
22895,CUSTOMIZE 빛나는 패션 디자이너
22896,멋지게 빛나는 액세서리와 신발 옷 등을 직접 디자인해서 입어요
22897,CUSTOMIZE 행복한 가든 디자이너
22898,동물의 숲 겨울 왕국 화산 지대 놀이공원을 만들고 꾸미며 놀아요
22899,CUSTOMIZE 단단한 인테리어 디자이너
22900,파티 룸 음악 카페 콘서트 무대 전시관 등을 특별한 공간으로 인테리어해요
22901,PLAY 즐거운 게임 개발자
22902,점프 맵 장애물 달리기 자동차 경주 등의 게임 콘텐츠를 개발해요
22903,소프트웨어를 활용하여 나만의 창의적인 제품과 인공지능 로봇을 개발해보자
22904,쉽고 재미있게 컴퓨팅 사고력을 길러주는 소프트웨어 입문서
22905,년부터 연간 시간의 SW 의무교육이 초등학교에 도입되었다
22906,IT강국인 대한민국의 미래를 이끌어나갈 새싹을 키우기 위함이다
22907,소프트웨어 교육의 중요성이 점점 커지고 차 산업이니 인공지능이니 소프트웨어니 하는 단어들을 주변에서 흔히 접하게 되었지만 전공자가 아닌 이상 이러한 흐름을 정확하게 읽고 아이들에게 가르치는 것은 어려운 일일 것이다
22908,이 책은 초등학교 년 차 교사가 프로젝트 수업을 통해 일궈낸 교육 성과물을 아낌없이 담았다
22909,이 책이라면 학교의 선생님과 가정의 부모님들이 아이들과 함께 소프트웨어 교육의 ABC를 밟으며 기초에서 창의적인 응용에 이르는 자연스러운 마스터가 가능하다
22910,교사가 직접 고안하고 아이들에게 적용해본 현장감이 살아 있는 결과물이어서 학생들의 배움에 보다 가깝고 실제적인 조언들이 곳곳에 담겨 있다
22911,잘 짜여진 요리책의 순서를 따라가면서 먹음직스러운 요리를 만들어내듯 놀이와 게임으로 흥미로운 내용을 따라가다 보면 어느새 훌륭한 소프트웨어 교육의 결실을 맛보게 될 것이다
22912,참고 링크 활동지양식 절차 등을 친절하게 소개하고 있어 누구나 어렵지 않게 학습자료에 대한 접근이 가능하다
22913,아이부터 어른까지 모두 함께할 수 있는 그야말로 소프트웨어 교육의 한상차림이다
22914,문제해결 능력을 키우는 가장 강력한 도구는 바로 프로그래밍
22915,현직 교사가 놀이와 게임을 통해 프로그래밍 하는 법을 알려준다
22916,컴퓨터 없이 알고리즘을 작성하는 법부터
22917,컴퓨터를 이용해 프로그램을 짜는 법까지 아이와 함께하는 소프트웨어 교육의 모든 것
22918,년부터 연간 시간의 SW 의무교육이 초등학교에 도입되었다
22919,IT강국인 대한민국의 미래를 이끌어나갈 새싹을 키우기 위함이다
22920,소프트웨어 교육의 중요성이 점점 커지고 차 산업이니 인공지능이니 소프트웨어니 하는 단어들을 주변에서 흔히 접하게 되었지만 전공자가 아닌 이상 이러한 흐름을 정확하게 읽고 아이들에게 가르치는 것은 어려운 일일 것이다
22921,이 책은 초등학교 년 차 교사가 프로젝트 수업을 통해 일궈낸 교육 성과물을 아낌없이 담았다
22922,이 책이라면 학교의 선생님과 가정의 부모님들이 아이들과 함께 소프트웨어 교육의 ABC를 밟으며 기초에서 창의적인 응용에 이르는 자연스러운 마스터가 가능하다
22923,교사가 직접 고안하고 아이들에게 적용해본 현장감이 살아 있는 결과물이어서 학생들의 배움에 보다 가깝고 실제적인 조언들이 곳곳에 담겨 있다
22924,잘 짜여진 요리책의 순서를 따라가면서 먹음직스러운 요리를 만들어내듯 놀이와 게임으로 흥미로운 내용을 따라가다 보면 어느새 훌륭한 소프트웨어 교육의 결실을 맛보게 될 것이다
22925,참고 링크 활동지 양식 절차 등을 친절하게 소개하고 있어 누구나 어렵지 않게 학습자료에 대한 접근이 가능하다
22926,아이 부터 어른까지 모두 함께할 수 있는 그야말로 소프트웨어 교육의 한상차림이다
22927,인공지능을 체험할 수 있는 사이트 모음에 각 사이트별 기능을 소개하는 책 인공지능이라는 놀이터에서 마음껏 놀아볼 수 있는 책이 나왔다
22928,특히 온라인 수업으로도 인공지능을 체험할 수 있도록 인공지능 사이트 소개와 기능 이용법 실습하는 방법을 알려주고 AI를 주제로 실습할 수 있는 순서와 실습 방법 안내는 물론 실습으로 다양하게 즐길 수 있는 놀이를 안내한다
22929,인공지능 알기에서는 인공지능의 기초 이론과 연구되고 있는 주제를 다룬다
22930,저자는 서문을 통해 이 책에서는 어려운 인공지능의 이론 알고리즘 그리고 이를 구현하는 코딩 방법을 설명하지 않고 AI와 직접 놀아보고 실행하며 기계가 학습할 수 있도록 만드는 과정을 통해 쉽게 인공지능을 안내하고 있습니다
22931,인공지능으로 구현된 게임 음악 연주 그림 예술 학습 언어와 관련된 인공지능 도구를 다양하게 소개하고 놀이터를 구성하여 초보자들도 쉽게 인공지능을 이해할 수 있습니다
22932,또한 구글에서 최근 공개한 인공지능 실험실을 하나씩 탐험하면서 AI가 어디까지 개발되어 왔고 앞으로 어떻게 발전하는지 그 미래를 소개하고 있습니다
22933,라고 밝히고 있다
22934,부 게임 음악 게임과 함께 하는 인공지능 부 형태 인식 형태를 알아보는 인공지능 부 예술과 창의성 창의성 넘치는 인공지능 부 기계와 머신러닝 학습하는 인공지능 부 챗봇과 언어 말하는 인공지능 부 인공지능과 윤리 예절 바른 인공지능 등 요즘 화두가 되는 다양한 주제들을 다룬다
22935,부록으로 구글 인공지능 실험실 랩 주제 가지를 제공한다
22936,사이트 북마크 다운로드 성안당 홈페이지 www
22937,kr 회원가입 로그인 상태에서 자료실 자료실 바로가기 인공지능 검색 도서 제목명 클릭 자료 다운로드 바로가기
22938,출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다
22939,윈도우 의 경우 사운드 연결이 없을시 동영상 재생에 오류가 발생할 수 있습니다
22940,이어폰 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다
22941,이번에 출간하는 책은 년 동안 뉴미디어 마케팅 교육 스마트폰 SNS마케팅 등 을 해오고 있는 SNS소통연구소에서 시니어 실버분들의 즐거운 인생을 위해 시니어 실버가 보기 편하게 제작한 책입니다
22942,책 크기도 A 크기이고 글자 크기도 포인트로 제작해 시니어 실버분들이 책을 보는 데 있어 매우 편하게 되어 있습니다
22943,SNS소통연구소는 년 동안 시니어 실버들에게 스마트폰 활용 교육을 하면서 꼭 필요한 스마트폰 활용 기능이 무엇인지 누구보다도 잘 알고 있기에 이번 책을 통해 스마트폰 활용을 잘 못 하시는 시니어 실버 분들에게는 훌륭한 스마트폰 기본 활용 지침서가 될 것입니다
22944,청소년이 알아야 할 최소한의 과학 이슈를 한 권으로 명쾌하게 담아내는 과학을 달리는 십대 시리즈의 첫 번째 책 과학을 달리는 십대 스마트 테크놀로지 가 출간되었다
22945,어지러운 오늘과 불확실한 내일을 이해하고 싶은 십대를 위해 필요한 핵심만 간결히 담아내면서도 균형감 있는 시선과 풍성한 생각거리를 던져 주는 과학을 달리는 십대 시리즈는 지금 가장 뜨거운 과학 이슈를 씨줄과 날줄로 촘촘히 엮어 내 펼쳐 보인다
22946,그 어느 때보다 변화의 속도가 빠른 과학 기술에 대한 이해는 새로운 시대를 살아갈 필수 지식이 되고 있다
22947,오랫동안 사회와 과학 기술 현장을 취재해 온 기자 출신 저자들이 인공지능 로보틱스 자율주행 가상현실 사물인터넷 유전자공학 등 여섯 가지 스마트 테크놀로지 이슈를 통해 청소년들이 과학 기술의 현실과 변화를 한눈에 들여다보고 이해할 수 있도록 안내한다
22948,나날이 발전하는 과학 기술은 이제 새로운 시선 새로운 질문 새로운 법과 제도를 요구한다
22949,과학을 달리는 십대 스마트 테크놀로지 는 바로 이런 과학 기술이 가져올 변화에 제대로 대처하고 싶은 십대 복잡한 오늘과 예측 불가한 내일을 이해하고 싶은 십대를 위한 최적의 책이다
22950,뭔가 어색한 일러스트의 어디를 어떻게 고치면 좋을지
22951,OX형식으로 확실히 배운다
22952,이 책은 HOW보다 WHY에 초점을 맞춘 배경 일러스트 책입니다
22953,뛰어난 노하우가 넘치고 기술 혁신 덕분에 그리는 방법이 크게 달라져도 보편적으로 변하지 않는 요소가 WHY에 있기 때문입니다
22954,또한 OX 형식은 WHY의 포인트를 설명하는 데 적합한 방식입니다
22955,이 책에서는 일러스트의 역할과 목적 취재 및 자료 수집 구도 선택 원근법을 통한 깊이 묘사 캐릭터의 배치 연출 방법 등을 기본에 충실하게 설명하고 있습니다
22956,또한 실전 테크닉으로 커버 일러스트 메이킹 과정을 보여줍니다
22957,마지막으로 일러스트 전문학교 학생들의 습작과 첨삭 예를 보면서 일러스트의 완성도를 높이는 구체적인 방법을 소개합니다
22958,이 책을 통해 창작 활동에 도움이 되는 아이디어나 기법을 배우는 데 참고가 되었으면 좋겠습니다
22959,이 책은 총 개 파트로 나누어 부에서는 포토샵 부에서는 일러스트레이터 기본 기능을 마스터한 후 부에서 개 프로그램을 같이 사용하는 실전 연습 형태로 구성되었습니다
22960,본문이 따라하기 형태로 만들어져 있어 누구나 쉽게 익힐 수 있으며 매 단원마다 혼자 또는 단체로 풀 수 있는 문제들을 수록하여 다시 한 번 기능을 복습하면서 포토샵과 일러스트레이터를 완벽하게 이해할 수 있도록 엮었습니다
22961,코딩과 인공지능 인공지능 의 만남
22962,이 교재는 mBlock 엠블록 과 Halocode 할로코드 를 결합하여 기본적인 인공지능 인공지능 개념과 원리는 물론 기계와 인간이 어떻게 상호작용하는지를 블록 코딩을 통해 직접 경험할 수 있도록 한 교재입니다
22963,블록 코딩 기반 학습 플랫폼 mBlock 엠블록 과 교육용 싱글보드 장치 Halocode 할로코드 로 인공지능 인공지능 을 직접 체험해 보세요
22964,이 책의 구성
22965,ㆍ학습내용 알아보기 단원별로 학습할 내용을 요약 정리하여 어떤 내용을 배울지 미리 확인할 수 있어요
22966,ㆍ학습목표 본 단원을 학습함으로써 기대할 수 있는 학습 효과에는 어떤 것들이 있는지 알 수 있어요
22967,ㆍTip 학습하면서 알아두어야 하는 부연 설명이나 관련 정보 주의할 점 등을 팁으로 설명해 놓았어요
22968,ㆍ알고가기 따라하기 설명에서 다루지 않았지만 추가적으로 설명해야 하는 내용이나 참고할 만한 정보를 요약하였어요
22969,ㆍ차근차근 실력UP 각 단원이 끝날 때마다 배운 내용을 복습 및 응용할 수 있는 예제를 수록하여 실력을 차근차근 높일 수 있어요
22970,이 교재는 Parametric Solid Modeling을 처음으로 접하는 초보자들을 위해서 Feature Based Parametric Solid Modeler인 Autodesk Inventor Professional의 기능 및 사용법을 기초 개념부터 체계적이고 실무적으로 소개하는 입문 학습 교재입니다
22971,물론 Inventor의 도움말이 잘 구성되어 있지만 이것은 D CAD 경험자 혹은 다른 D CAD 소프트웨어의 숙련된 경험자들에겐 이해하기 쉽겠지만 초보자들에게 D의 개념과 내용을 이해하고 혼자서 배우고 익히기는 결코 쉽지 않습니다
22972,특히 이 교재는 다년간 기술 전문 대학생 공과 대학생 및 재직자들을 위해서 강의한 내용과 경험을 참고로 해서 독학 Self study 혹은 강사 설명 Instructor lead 으로 학습 혹은 강의할 수 있도록 마이크로소프트 윈도우 Enterprise 운영 체제에서 작성된 교재입니다
22973,이 교재에 제공된 다양한 모델들의 과제 실습들을 직접 수행하면서 자연스럽게 Feature Base Parametric Solid Modeling의 강력한 기능들을 익히게 됨에 따라 진정한 기계 엔지니어로서 Inventor를 배우고 D Solid Model을 작성하고 그 기능들을 설계 실무에서 다양하게 활용하게 되면 인벤터의 뛰어난 기능들과 숨겨진 진정한 가치를 느끼고 발견하게 될 것입니다
22974,이 책은 기본적으로 인벤터란 차원 CAD 프로그램만으로 모델링 작업부터 도면작성까지 마무리할 수 있는 과정을 체계적으로 수록하였으며 학습하시는 분들께 조금이라도 많은 정보를 드리고자 지면의 제약이 있지만 최대한 많은 예제를 수록하고자 노력을 기울였습니다
22975,본 교재로 학습을 하면서 전산응용기계제도 CAD 작업형 실기 시험을 요구하는 일반기계기사 기계설계산업기사 전산응용기계제도기능사 등의 실기 시험에 합격함과 동시에 이 책에서 공부한 지식으로 바로 실무 설계에서도 활용가능한 실무지식을 갖추는데 도움이 되었으면 하는 바램입니다
22976,Part 인벤터 입문하기
22977,Part D 스케치
22978,Part 피처 명령어
22979,Part 파트 모델링
22980,Part 도면 작성하기
22981,누구나 스마트폰을 가지고 있지만 제대로 활용하지는 못하고 있다
22982,늘 시간에 쫓기는 현대인들의 하루를 시간으로 늘려줄 마법이 자신의 손안에 있다면 어떨까
22983,SNS 분야 베스트셀러를 펴내고 왕성하고 독보적인 행보를 이어가고 있는 정진수 강사와 SNS 국가대표팀 강사들이 삶과 일의 영역에서 변화를 만들어낼 수 있는 스마트폰 앱들을 직접 사용해보고 검증하여 정리했다
22984,이 책은 우리의 일상생활에서 빼놓을 수 없는 스마트폰을 똑똑하게 활용하여 삶의 질을 높이는 여러 방법들에 대해 소개한다
22985,차산업혁명 시대를 살며 배우고 성장하고 싶어 하는 사람들을 위해 시간 절약 노하우 앱을 통해 온라인 마케팅을 하는 방법 내 삶을 더 스마트하게 만들어주는 팁 등에 초점을 맞추고 있다
22986,SNS에서 눈길을 잡아끄는 콘텐츠에 감탄한 적이 있는가 온라인에서 수익을 내고 인 창업을 하는 사람들의 이야기를 들으면 그저 부럽기만 했는가 우리가 하고 싶은 이야기는 그런 것들이 절대로 어렵거나 멀기만 한 남 얘기가 아니라는 것이다
22987,스마트폰을 잘 활용한다면 누구나 전문가 못지않게 뛰어난 콘텐츠를 만들 수 있다
22988,프롤로그 에서
22989,바야흐로 콘텐츠 홍수 시대
22990,하지만 선택받는 콘텐츠는 따로 있다
22991,SNS 교육 현장에서 활발하게 활동하고 있는 저자들은 이 책에서 다루고 있는 스마트폰 앱들을 활용하면 누구나 쉽게 전문가처럼 눈에 띄는 콘텐츠를 만들 수 있다고 확신한다
22992,또한 이 책에서 다루고 있는 활용 노하우 등을 업무에 절반만 적용해도 회사에서 일 잘하는 직원으로 뛰어난 실력의 프리랜서로 신뢰할 수 있는 인 기업가로 인정받을 수 있다고 조언한다
22993,소설의 문법과 게임의 문법은 분명 다르다
22994,그 차이를 알고 작업하는 사람은 드물며 심지어 자신이 만드는 게임을 플레이조차 하지 않는 작가도 있다
22995,유명한 소설가나 작가와 협업하고도 큰 성과가 나지 않는 이유가 여기에 있다
22996,게임 시나리오 작가가 게임을 모른다는 사실은 너무나도 역설적이다
22997,이상적인 게임은 스토리가 게임 시스템과 맞물려 유기적으로 엮여야 한다
22998,텍스트 없이 플레이하더라도 자연스럽게 그 게임의 스토리나 세계관을 이해할 수 있어야 한다
22999,그러나 많은 게임이 스토리텔링에 대한 고민 없이 텍스트라는 가장 쉬운 방법을 사용한다
23000,이 책은 게임의 시스템으로 게임 스토리를 전달하는 방법 을 다룬다
23001,다르게 말하면 플레이를 통해 스토리를 전달하는 법 에 관한 내용이다
23002,누구나 스토리텔링의 개념을 이해하고 실무에 적용하는 방법을 스스로 찾을 수 있을 것이다
23003,서문 중에서
23004,인 개발자와 컨셉디자이너를 위한 게임 스케치업 은 만화가를 꿈꾸며 개인 웹툰 프로젝트를 진행하면서 현업에서는 게임 개발을 하고 있는 저자가 본인의 노하우와 경험을 바탕으로 기술한 게임 제작과 스케치업에 관한 내용의 도서이다
23005,특히 년경 스케치업을 처음 접하고 프로그램 원래의 의미였던 건축용 툴보단 만화배경용 툴로의 스케치업 소개 와 만화 웹툰을 위한 스케치업 강좌 를 진행해오며 얻은 지식과 현재 게임 개발에 스케치업을 이용함으로서 얻은 노하우를 바탕으로 인 개발자와 컨셉아트 디자이너를 위한 게임 스케치업의 최적화 기법을 다루고 있다
23006,쉽고 재미있게 놀이로 배우는 코딩 교육
23007,컴퓨팅사고력 향상을 위한 창의 놀이
23008,코딩 기술을 쉽게 설명한 코딩 놀이
23009,그림의 완성도를 높이는 극상의 프로 기술
23010,CLIP STUDIO PAINT PRO로 그리는
23011,효과 amp 연출 테크닉
23012,이펙트 브러시 개 무료 다운로드 제공
23013,제대로 그리는 효과의 노하우 빛과 공기가 느껴지는 연출 방법
23014,형태의 매력을 표현하는 비결 합성 레이어 색조 보정 클립스튜디오의 편리한 기능 등
23015,이펙트 표현 방법을 사전 형식으로 완벽 해설
23016,바로 쓸 수 있는 실전 지식 공개
23017,요즘은 일러스트 제작에 디지털 도구를 사용하는 것이 당연해졌고 아날로그 환경에서는 구현하기 어려웠던 기술도 손쉽게 활용할 수 있게 되었습니다
23018,그런 흐름 속에서도 가장 큰 발전을 이룬 부분이 이펙트 표현입니다
23019,디지털 일러스트 제작 과정에서 이펙트 표현을 자유자재로 구사하는 것이 완성도를 높이는 필수 조건이 되었습니다
23020,한편 아직 도구 사용에 익숙지 않은 이상적인 표현을 구현하는 방법을 찾지 못해 고민인 사람도 여전히 많습니다
23021,이 책은 페인팅 소프트웨어인 CLIP STUDIO PAINT PRO 로 이펙트를 표현하는 방법을 설명하는 사전 형식의 일러스트 기법서입니다
23022,Part 에서는 불 연기 물 번개 등의 다양한 이펙트를 그리는 방법 Part 에서는 완성된 일러스트를 예로 이펙트를 활용한 연출 방법을 담았습니다
23023,여러분의 창작 활동 영역이 더 넓어지고 매력적인 것을 만드는 데 힘이 되었으면 합니다
23024,이 책의 대상 독자
23025,이펙트 그리는 법을 배우고 싶은 사람
23026,더 매력적인 일러스트를 그리고 싶은 사람
23027,디지털 도구로 그림을 그리는 사람
23028,이 책의 장에서는 시리에 대한 소개와 시리를 설정하는 방법 애플뮤직 설정 방법 기본적으로 시리를 사용할 수 있는 명령어 등을 소개한다
23029,장에서는 본격적으로 발음하기 어려운 영어 자음과 모음의 발음 방법과 그 발음에 관련된 노래를 소개하고 시리와 애플 뮤직을 사용하여 이 발음들을 연습해본다
